ResponseId;ResponseId
Progress;Progress
Consent.object.7.Quantised;Consent
dhf_endors.object.9.همه.باید.با.خودشان.روراست.باشند..فارغ.از.آنچه.که.دیگران.ممکن.است.فکر.کنند..Quantised;dhf_endors_1
dhf_endors.object.9.میزان.احترام.هر.کس.به.خودش.بسیار.مهم.تر.از.میزان.احترامی.است.که.دیگران.برای.او.قائلند..Quantised;dhf_endors_2
dhf_endors.object.9.نظرات.هر.کس.باید.مستقل.از.چیزی.باشد.که.اطرافیانش.می.اندیشند..Quantised;dhf_endors_3
dhf_endors.object.9.هر.کس.باید.بر.اساس.نظرات.خودش.تصمیم.بگیرد..نه.بر.اساس.آنچه.که.دیگران.فکر.می.کنند..Quantised;dhf_endors_4
dhf_endors.object.9.ارزشی.که.هر.کس.برای.خودش.قائل.است.نباید.وابسته.به.چیزی.باشد.که.دیگران.درباره.او.می.اندیشند..Quantised;dhf_endors_5
dhf_endors.object.9.با.همه..هرکه.باشد..باید.محترمانه.رفتار.کرد..Quantised;dhf_endors_6
dhf_endors.object.9.هر.کس.حق.دارد.نظر.متفاوتی.داشته.باشد.و.باید.به.این.حق.احترام.گذاشت..Quantised;dhf_endors_7
dhf_endors.object.9.همه.ی.آدم.ها.فارغ.از.باورها.یا.شیوه.زندگی.شان.به.طور.یکسان.شایسته.احترام.هستند..Quantised;dhf_endors_8
dhf_endors.object.9.همه.ی.آدم.ها.باید.مورد.کرامت.انسانی.قرار.گیرند..فارغ.از.اینکه.چه.کسی.هستند.یا.اهل.کجا.هستند..Quantised;dhf_endors_9
dhf_endors.object.9.همه.باید.به.انتخاب.دیگران.احترام.بگذارند..حتی.اگر.با.آن.انتخاب.مخالف.باشند..Quantised;dhf_endors_10
dhf_endors.object.9.کسی.که.شرافت.ندارد..شایسته.ی.احترام.نیست..Quantised;dhf_endors_11
dhf_endors.object.9.کسی.شایسته.ی.احترام.است.که.نشان.دهد.می.تواند.از.حق.خودش.دفاع.کند..Quantised;dhf_endors_12
dhf_endors.object.9.هرگز.نباید.بی.احترامی.به.خود.را.تحمل.کرد..Quantised;dhf_endors_13
dhf_endors.object.9.همه.باید.آمادگی.داشته.باشند.تا.به.هر.قیمتی.که.شده.از.شرافت.خود.دفاع.کنند..Quantised;dhf_endors_14
dhf_endors.object.9.اگر.به.کسی.توهین.شود.و.او.پاسخی.ندهد..فرد.ضعیفی.به.نظر.خواهد.رسید..Quantised;dhf_endors_15
dhf_endors.object.9.همه.باید.همواره.این.را.در.ذهن.داشته.باشند.که.رفتارهایشان.چگونه.بر.آبروی.اطرافیانشان.تاثیر.می.گذارد..Quantised;dhf_endors_16
dhf_endors.object.9.همه.باید.آبروی.خانواده.خود.را.حفظ.و.از.آن..دفاع.کنند..Quantised;dhf_endors_17
dhf_endors.object.9.هیچکس.نباید.کاری.انجام.دهد.که.به.آبروی.خانوادگی.اش.لطمه.بزند..Quantised;dhf_endors_18
dhf_endors.object.9.مردان.باید.از.آبروی.زنانی.که.با.آنها.مرتبط.هستند..دفاع.کنند..Quantised;dhf_endors_19
dhf_endors.object.9.اگر.آبروی.دوستمان.به.خطر.بیفتد..باید.از.آبروی.او.دفاع.کنیم..Quantised;dhf_endors_20
dhf_endors.object.9.همه.باید.پیش.از.سخن.گفتن.به.اندازه.کافی.فکر.کنند.تا.بعدا.شرمنده.نشوند..Quantised;dhf_endors_21
dhf_endors.object.9.افراد.باید.رفتار.خود.را.در.برابر.دیگران.کنترل.کنند....Quantised;dhf_endors_22
dhf_endors.object.9.همه.باید.همواره.بدانند.که.چه.چیزی.برای.هر.موقعیتی.مناسب.است..و.بر.همان.اساس.عمل.کنند..Quantised;dhf_endors_23
dhf_endors.object.9.کسانی.شایسته.احترام.هستند.که.تمامی.تلاش.خود.را.انجام.می.دهند.تا.وظایفی.را.که.از.آنها.توقع.می.رود.به.خوبی.انجام.دهند..Quantised;dhf_endors_24
dhf_endors.object.9.همه.باید.از.انجام.هرکار.ناشایستی.که.منجر.به.شرمندگی.شان.میشود.خودداری.کنند..Quantised;dhf_endors_25
dhf_endors.object.9.به.منظور.حفظ.روابط.خوبمان.باید.خیلی.فروتن.باشیم..Quantised;dhf_endors_26
dhf_endors.object.9.همه.باید.بسیار.حواسشان.را.جمع.کنند.تا.باعث.شرمندگی.کسی.نشوند..خصوصا.اگر.آن.فرد.در.جایگاه.بالاتری.باشد..Quantised;dhf_endors_27
dhf_endors.object.9.به.منظور.حفظ.روابط.خوبمان.با.دیگران.باید.با.آن.ها.با.توجه.به.جایگاهشان.رفتار.کنیم..Quantised;dhf_endors_28
dhf_endors.object.9.همه.باید.به.هر.قیمتی.که.شده..تنش.ها.در.روابط.اجتماعی.را.به.حداقل.برسانند..Quantised;dhf_endors_29
dhf_endors.object.9.هیچکس.نباید.دیگران.را.در.ملاء.عام.سرزنش.کند..به.ویژه.اگر.طرف.مقابل.بزرگتر.یا.باتجربه.تر.باشد..Quantised;dhf_endors_30
dhf_norm.object.160.همه.باید.با.خودشان.روراست.باشند..فارغ.از.آنچه.که.دیگران.ممکن.است.فکر.کنند..Quantised;dhf_norm_1
dhf_norm.object.160.میزان.احترام.هر.کس.به.خودش.بسیار.مهم.تر.از.میزان.احترامی.است.که.دیگران.برای.او.قائلند..Quantised;dhf_norm_2
dhf_norm.object.160.نظرات.هر.کس.باید.مستقل.از.چیزی.باشد.که.اطرافیانش.می.اندیشند..Quantised;dhf_norm_3
dhf_norm.object.160.هر.کس.باید.بر.اساس.نظرات.خودش.تصمیم.بگیرد..نه.بر.اساس.آنچه.که.دیگران.فکر.می.کنند..Quantised;dhf_norm_4
dhf_norm.object.160.ارزشی.که.هرکس.برای.خودش.قائل.است.نباید.وابسته.به.چیزی.باشد.که.دیگران.درباره.او.می.اندیشند..Quantised;dhf_norm_5
dhf_norm.object.160.با.همه..هرکه.باشد..باید.محترمانه.رفتار.کرد..Quantised;dhf_norm_6
dhf_norm.object.160.هر.کس.حق.دارد.نظر.متفاوتی.داشته.باشد.و.باید.به.این.حق.احترام.گذاشت..Quantised;dhf_norm_7
dhf_norm.object.160.همه.ی.آدم.ها.فارغ.از.باورها.یا.شیوه.ی.زندگی.شان.به.طور.یکسان.شایسته.احترام.هستند..Quantised;dhf_norm_8
dhf_norm.object.160.همه.ی.آدم.ها.باید.مورد.کرامت.انسانی.قرار.گیرند..فارغ.از.اینکه.چه.کسی.هستند.یا.اهل.کجا.هستند..Quantised;dhf_norm_9
dhf_norm.object.160.همه.باید.به.انتخاب.دیگران.احترام.بگذارند..حتی.اگر.با.آن.انتخاب.مخالف.باشند..Quantised;dhf_norm_10
dhf_norm.object.160.کسی.که.شرافت.ندارد..شایسته.ی.احترام.نیست..Quantised;dhf_norm_11
dhf_norm.object.160.کسی.شایسته.ی.احترام.است.که.نشان.دهد.می.تواند.از.حق.خودش.دفاع.کند..Quantised;dhf_norm_12
dhf_norm.object.160.هرگز.نباید.بی.احترامی.به.خود.را.تحمل.کرد..Quantised;dhf_norm_13
dhf_norm.object.160.همه.باید.آمادگی.داشته.باشند.تا.به.هر.قیمتی.که.شده.از.شرافت.خود.دفاع.کنند..Quantised;dhf_norm_14
dhf_norm.object.160.اگر.به.کسی.توهین.شود.و.او.پاسخی.ندهد..فرد.ضعیفی.به.نظر.خواهد.رسید..Quantised;dhf_norm_15
dhf_norm.object.160.همه.باید.همواره.این.را.در.ذهن.داشته.باشند.که.رفتارهایشان.چگونه.بر.آبروی.اطرافیانشان.تاثیر.می.گذارد..Quantised;dhf_norm_16
dhf_norm.object.160.همه.باید.آبروی.خانواده.خود.را.حفظ.و.از.آن..دفاع.کنند..Quantised;dhf_norm_17
dhf_norm.object.160.هیچکس.نباید.کاری.انجام.دهد.که.به.آبروی.خانوادگی.اش.لطمه.بزند..Quantised;dhf_norm_18
dhf_norm.object.160.مردان.باید.از.آبروی.زنانی.که.به.آنها.مرتبط.هستند..دفاع.کنند..Quantised;dhf_norm_19
dhf_norm.object.160.اگر.آبروی.دوستمان.به.خطر.بیفتد..باید.از.آبروی.او.دفاع.کنیم..Quantised;dhf_norm_20
dhf_norm.object.160.همه.باید.پیش.از.سخن.گفتن.به.اندازه.کافی.فکر.کنند.تا.بعدا.شرمنده.نشوند..Quantised;dhf_norm_21
dhf_norm.object.160.افراد.باید.رفتار.خود.را.در.برابر.دیگران.کنترل.کنند....Quantised;dhf_norm_22
dhf_norm.object.160.همه.باید.همواره.بدانند.که.چه.چیزی.برای.هر.موقعیتی.مناسب.است..و.بر.همان.اساس.عمل.کنند..Quantised;dhf_norm_23
dhf_norm.object.160.کسانی.شایسته.احترام.هستند.که.تمامی.تلاش.خود.را.انجام.می.دهند.تا.وظایفی.را.که.از.آنها.توقع.می.رود.به.خوبی.انجام.دهند..Quantised;dhf_norm_24
dhf_norm.object.160.همه.باید.از.انجام.هرکار.ناشایستی.که.منجر.به.شرمندگی.شان.می.شود.خودداری.کنند..Quantised;dhf_norm_25
dhf_norm.object.160.به.منظور.حفظ.روابط.خوبمان.باید.خیلی.فروتن.باشیم..Quantised;dhf_norm_26
dhf_norm.object.160.همه.باید.بسیار.حواسشان.را.جمع.کنند.تا.باعث.شرمندگی.کسی.نشوند..خصوصا.اگر.آن.فرد.در.جایگاه.بالاتری.باشد..Quantised;dhf_norm_27
dhf_norm.object.160.به.منظور.حفظ.روابط.خوبمان.با.دیگران.باید.با.آن.ها.با.توجه.به.جایگاهشان.رفتار.کنیم..Quantised;dhf_norm_28
dhf_norm.object.160.همه.باید.به.هر.قیمتی.که.شده..تنش.ها.در.روابط.اجتماعی.را.به.حداقل.برسانند..Quantised;dhf_norm_29
dhf_norm.object.160.هیچکس.نباید.دیگران.را.در.ملاء.عام.سرزنش.کند..به.ویژه.اگر.طرف.مقابل.بزرگتر.یا.باتجربه.تر.باشد..Quantised;dhf_norm_30
dhf_norm.object.160.بررسی.توجه..اگر.در.حال.خواندن.این.پرسش.هستید..لطفا.گزینۀ..مخالف..را.انتخاب.کنید..Quantised;attention_1
Dictator.comp1.1;Dictator.comp1.1
Dictator.comp1.2;Dictator.comp1.2
Dictator.comp2.1;Dictator.comp2.1
Dictator.comp2.2;Dictator.comp2.2
Dictator_decision.object.100.Quantised;Dictator_decision
Ultimatum.comp1.1;Ultimatum.comp.1.1
Ultimatum.comp1.2;Ultimatum.comp.1.2
