Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-2d1i,branch-odpf,"MFQ object-56 Забота о людях, которые пострадали, — важная добродетель.","MFQ object-56 Забота о людях, которые пострадали, — важная добродетель. Quantised","MFQ object-56 Мир был бы лучше, если бы все зарабатывали одинаковое количество денег.","MFQ object-56 Мир был бы лучше, если бы все зарабатывали одинаковое количество денег. Quantised","MFQ object-56 Я думаю, что более трудолюбивые люди должны в конечном итоге иметь больше денег.","MFQ object-56 Я думаю, что более трудолюбивые люди должны в конечном итоге иметь больше денег. Quantised","MFQ object-56 Я думаю, что детей следует учить быть преданными своей стране.","MFQ object-56 Я думаю, что детей следует учить быть преданными своей стране. Quantised","MFQ object-56 Я думаю, что для общества важно лелеять свои традиционные ценности.","MFQ object-56 Я думаю, что для общества важно лелеять свои традиционные ценности. Quantised","MFQ object-56 Я думаю, что к человеческому телу следует относиться как к храму, вмещающему в себя нечто священное.","MFQ object-56 Я думаю, что к человеческому телу следует относиться как к храму, вмещающему в себя нечто священное. Quantised","MFQ object-56 Я считаю, что сострадание к тем, кто страдает, является одной из важнейших добродетелей.","MFQ object-56 Я считаю, что сострадание к тем, кто страдает, является одной из важнейших добродетелей. Quantised","MFQ object-56 В нашем обществе было бы меньше проблем, если бы у людей был одинаковый доход.","MFQ object-56 В нашем обществе было бы меньше проблем, если бы у людей был одинаковый доход. Quantised","MFQ object-56 Я считаю, что люди должны вознаграждаться пропорционально тому, что они вносят в общество.","MFQ object-56 Я считаю, что люди должны вознаграждаться пропорционально тому, что они вносят в общество. Quantised","MFQ object-56 Меня расстраивает, когда люди не преданы своей стране.","MFQ object-56 Меня расстраивает, когда люди не преданы своей стране. Quantised","MFQ object-56 Я считаю, что большинство традиций выполняют ценную функцию в поддержании порядка в обществе.","MFQ object-56 Я считаю, что большинство традиций выполняют ценную функцию в поддержании порядка в обществе. Quantised","MFQ object-56 Я считаю, что целомудрие является важной добродетелью.","MFQ object-56 Я считаю, что целомудрие является важной добродетелью. Quantised","MFQ object-56 Мы все должны заботиться о людях, которые испытывают эмоциональную боль.","MFQ object-56 Мы все должны заботиться о людях, которые испытывают эмоциональную боль. Quantised","MFQ object-56 Я считаю, что всем должно быть предоставлено одинаковое количество ресурсов в жизни.","MFQ object-56 Я считаю, что всем должно быть предоставлено одинаковое количество ресурсов в жизни. Quantised","MFQ object-56 Усилия, которые работник вкладывает в работу, должны отражаться в размере получаемой им прибавки к зарплате.","MFQ object-56 Усилия, которые работник вкладывает в работу, должны отражаться в размере получаемой им прибавки к зарплате. Quantised",MFQ object-56 Каждый должен любить свое сообщество.,MFQ object-56 Каждый должен любить свое сообщество. Quantised,"MFQ object-56 Я считаю, что послушание родителям — важная добродетель.","MFQ object-56 Я считаю, что послушание родителям — важная добродетель. Quantised","MFQ object-56 Меня огорчает, когда люди используют нецензурную лексику, будто это что-то обычное.","MFQ object-56 Меня огорчает, когда люди используют нецензурную лексику, будто это что-то обычное. Quantised","MFQ object-56 Я сочувствую тем людям, которые страдали в своей жизни.","MFQ object-56 Я сочувствую тем людям, которые страдали в своей жизни. Quantised","MFQ object-56 Я считаю, что было бы идеально, если бы все в обществе в конечном итоге получали примерно одинаковую сумму денег.","MFQ object-56 Я считаю, что было бы идеально, если бы все в обществе в конечном итоге получали примерно одинаковую сумму денег. Quantised","MFQ object-56 Меня радует, когда людей признают за их заслуги.","MFQ object-56 Меня радует, когда людей признают за их заслуги. Quantised","MFQ object-56 Каждый должен защищать свою страну, если это необходимо.","MFQ object-56 Каждый должен защищать свою страну, если это необходимо. Quantised",MFQ object-56 Нам всем нужно учиться у старших.,MFQ object-56 Нам всем нужно учиться у старших. Quantised,"MFQ object-56 Если бы я узнал, что у моего знакомого необычный, но безобидный сексуальный фетиш, я бы почувствовал себя неловко из-за него.","MFQ object-56 Если бы я узнал, что у моего знакомого необычный, но безобидный сексуальный фетиш, я бы почувствовал себя неловко из-за него. Quantised","MFQ object-56 Каждый должен стараться утешить людей, которые переживают что-то трудное.","MFQ object-56 Каждый должен стараться утешить людей, которые переживают что-то трудное. Quantised","MFQ object-56 Когда люди работают вместе ради общей цели, они должны делить награды поровну, даже если кто-то из них приложил больше усилий.","MFQ object-56 Когда люди работают вместе ради общей цели, они должны делить награды поровну, даже если кто-то из них приложил больше усилий. Quantised","MFQ object-56 В справедливом обществе те, кто усердно трудится, должны жить с более высоким уровнем жизни.","MFQ object-56 В справедливом обществе те, кто усердно трудится, должны жить с более высоким уровнем жизни. Quantised","MFQ object-56 Каждый должен гордиться, когда человек из их сообщества побеждает в международных соревнованиях.","MFQ object-56 Каждый должен гордиться, когда человек из их сообщества побеждает в международных соревнованиях. Quantised","MFQ object-56 Я считаю, что одна из самых важных ценностей, которой нужно научить детей, — это уважение к власти.","MFQ object-56 Я считаю, что одна из самых важных ценностей, которой нужно научить детей, — это уважение к власти. Quantised","MFQ object-56 Людям следует стараться использовать натуральные лекарства, а не химически идентичные, созданные человеком.","MFQ object-56 Людям следует стараться использовать натуральные лекарства, а не химически идентичные, созданные человеком. Quantised","MFQ object-56 Мне больно, когда я вижу, как кто-то игнорирует потребности другого человека.","MFQ object-56 Мне больно, когда я вижу, как кто-то игнорирует потребности другого человека. Quantised","MFQ object-56 Меня расстраивает, когда в моей стране у некоторых людей гораздо больше денег, чем у других.","MFQ object-56 Меня расстраивает, когда в моей стране у некоторых людей гораздо больше денег, чем у других. Quantised","MFQ object-56 Мне приятно, когда я вижу, как ловят и наказывают мошенников.","MFQ object-56 Мне приятно, когда я вижу, как ловят и наказывают мошенников. Quantised","MFQ object-56 Я считаю, что сила спортивной команды заключается в преданности ее членов друг другу.","MFQ object-56 Я считаю, что сила спортивной команды заключается в преданности ее членов друг другу. Quantised","MFQ object-56 Я считаю, что наличие сильного лидера полезно для общества.","MFQ object-56 Я считаю, что наличие сильного лидера полезно для общества. Quantised","MFQ object-56 Я восхищаюсь людьми, которые хранят девственность до брака.","MFQ object-56 Я восхищаюсь людьми, которые хранят девственность до брака. Quantised","MFQ object-56 Здравствуйте, вы еще внимательно читаете? Если вы видите этот вопрос, пожалуйста, выберите вариант ""Умеренно описывает меня""","MFQ object-56 Здравствуйте, вы еще внимательно читаете? Если вы видите этот вопрос, пожалуйста, выберите вариант ""Умеренно описывает меня"" Quantised",relig_attendance object-58 Response,relig_attendance object-58 Quantised,relig_private object-59 Response,relig_private object-59 Quantised,"relig_intrinsic object-60 В своей жизни я ощущаю присутствие Божественного (другими словами, Бога).","relig_intrinsic object-60 В своей жизни я ощущаю присутствие Божественного (другими словами, Бога). Quantised",relig_intrinsic object-60 Мои религиозные убеждения действительно лежат в основе моего подхода к жизни.,relig_intrinsic object-60 Мои религиозные убеждения действительно лежат в основе моего подхода к жизни. Quantised,relig_intrinsic object-60 Я изо всех сил стараюсь опираться на свои религиозные убеждения во всех аспектах своей жизни.,relig_intrinsic object-60 Я изо всех сил стараюсь опираться на свои религиозные убеждения во всех аспектах своей жизни. Quantised,swbls object-62 Во многих отношениях моя жизнь близка к моему идеалу.,swbls object-62 Во многих отношениях моя жизнь близка к моему идеалу. Quantised,swbls object-62 Условия моей жизни превосходны.,swbls object-62 Условия моей жизни превосходны. Quantised,swbls object-62 Я доволен своей жизнью.,swbls object-62 Я доволен своей жизнью. Quantised,"swbls object-62 Пока что я получал все важные вещи, которые хочу в жизни.","swbls object-62 Пока что я получал все важные вещи, которые хочу в жизни. Quantised","swbls object-62 Если бы я мог прожить жизнь заново, я бы почти ничего не менял.","swbls object-62 Если бы я мог прожить жизнь заново, я бы почти ничего не менял. Quantised",Age object-65 Response,Age object-65 Quantised,gender object-66 Response,gender object-66 Quantised,gender object-66 Other,country_res object-67 Response,country_res object-67 Quantised,country_res object-67 Другая/Не представлена,Migration object-68 Response,Migration object-68 Quantised,parent1 object-90 Response,parent1 object-90 Quantised,parent1 object-90 Другая/Не представлена,parent2 object-92 Response,parent2 object-92 Quantised,parent2 object-92 Другая/Не представлена,location_childhood object-71 Response,location_childhood object-71 Quantised,location_current object-72 Response,location_current object-72 Quantised,ethnicity object-73 Response,ethnicity object-73 Quantised,ethnicity object-73 Other,religion object-74 Response,religion object-74 Quantised,religion object-74 Other,education object-75 Response,education object-75 Quantised,student object-76 Response,student object-76 Quantised,income object-77 Response,income object-77 Quantised
1,1744966245386,18/04/2025 08:50,1744977045386,3,18/04/2025 14:50,209889,4,questionnaire-pjg5,,45492621,BLINDED,13221955,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x900,,,0,Moral Foundations to Demographics,7,consent,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,6,,,,Russia (Россия),147,,Я родился(лась) и вырос(ла) в этой стране.,1,,0,,,0,,,,,,,,,,,,,,Да,1,,
1,1744973933508,18/04/2025 10:58,1744984733508,3,18/04/2025 16:58,209889,4,questionnaire-pjg5,,45494933,BLINDED,13222064,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 135.0.0.0,1440x900,1440x701,,,0,Moral Foundations to Demographics,7,consent,M,Описывает меня чрезвычайно хорошо (5),5,Совсем меня не описывает (1),1,Описывает меня чрезвычайно хорошо (5),5,Совсем меня не описывает (1),1,Совсем меня не описывает (1),1,Довольно хорошо описывает меня (4),4,Описывает меня чрезвычайно хорошо (5),5,Совсем меня не описывает (1),1,Умеренно описывает меня (3),3,Совсем меня не описывает (1),1,Слабо описывает меня (2),2,Описывает меня чрезвычайно хорошо (5),5,Описывает меня чрезвычайно хорошо (5),5,Слабо описывает меня (2),2,Описывает меня чрезвычайно хорошо (5),5,Умеренно описывает меня (3),3,Слабо описывает меня (2),2,Совсем меня не описывает (1),1,Довольно хорошо описывает меня (4),4,Совсем меня не описывает (1),1,Описывает меня чрезвычайно хорошо (5),5,Совсем меня не описывает (1),1,Умеренно описывает меня (3),3,Совсем меня не описывает (1),1,Описывает меня чрезвычайно хорошо (5),5,Совсем меня не описывает (1),1,Описывает меня чрезвычайно хорошо (5),5,Слабо описывает меня (2),2,Совсем меня не описывает (1),1,Совсем меня не описывает (1),1,Описывает меня чрезвычайно хорошо (5),5,Совсем меня не описывает (1),1,Умеренно описывает меня (3),3,Слабо описывает меня (2),2,Умеренно описывает меня (3),3,Совсем меня не описывает (1),1,Умеренно описывает меня (3),3,Никогда,1,Редко или никогда,1,Скорее неправда (2),2,Определенно неправда (1),1,Определенно неправда (1),1,Не согласен (2),2,Не согласен (2),2,Не согласен (2),2,Скорее согласен (5),5,Не согласен (2),2,35,19,Мужчина,2,,Russia (Россия),147,,Я родился(лась) и вырос(ла) в этой стране.,1,,0,,,0,,"Городская местность, город",1,"Городская местность, город",1,русской,1,,Христианство,2,,Степень университета или колледжа,4,Нет,2,Живем комфортно на текущий доход,1
1,1745565912810,25/04/2025 07:25,1745576712810,3,25/04/2025 13:25,209889,4,questionnaire-pjg5,,45632248,BLINDED,13222098,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x919,,,0,Moral Foundations to Demographics,7,consent,F,Довольно хорошо описывает меня (4),4,Умеренно описывает меня (3),3,Описывает меня чрезвычайно хорошо (5),5,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Описывает меня чрезвычайно хорошо (5),5,Умеренно описывает меня (3),3,Описывает меня чрезвычайно хорошо (5),5,Умеренно описывает меня (3),3,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Описывает меня чрезвычайно хорошо (5),5,Умеренно описывает меня (3),3,Описывает меня чрезвычайно хорошо (5),5,Описывает меня чрезвычайно хорошо (5),5,Описывает меня чрезвычайно хорошо (5),5,Умеренно описывает меня (3),3,Описывает меня чрезвычайно хорошо (5),5,Слабо описывает меня (2),2,Описывает меня чрезвычайно хорошо (5),5,Умеренно описывает меня (3),3,Довольно хорошо описывает меня (4),4,Слабо описывает меня (2),2,Описывает меня чрезвычайно хорошо (5),5,Слабо описывает меня (2),2,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Совсем меня не описывает (1),1,Совсем меня не описывает (1),1,Довольно хорошо описывает меня (4),4,Умеренно описывает меня (3),3,Слабо описывает меня (2),2,Умеренно описывает меня (3),3,Умеренно описывает меня (3),3,Описывает меня чрезвычайно хорошо (5),5,Умеренно описывает меня (3),3,Несколько раз в год,3,Редко или никогда,1,Скорее правда (4),4,Скорее правда (4),4,Скорее правда (4),4,Скорее согласен (5),5,что-то среднее/ не могу определиться (4),4,Согласен (6),6,Скорее согласен (5),5,Абсолютно согласен (7),7,35,19,Женщина,1,,Russia (Россия),147,,Я родился(лась) и вырос(ла) в этой стране.,1,,0,,,0,,"Городская местность, город",1,"Городская местность, город",1,русской,1,,Христианство,2,,Кандидатская/докторская степень,5,Нет,2,Справляемся на текущий доход,2
1,1745239907525,21/04/2025 12:51,1745250707525,3,21/04/2025 18:51,209889,4,questionnaire-pjg5,,45537510,BLINDED,13235674,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,393x852,393x656,,,0,Moral Foundations to Demographics,7,consent,F,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Описывает меня чрезвычайно хорошо (5),5,Описывает меня чрезвычайно хорошо (5),5,Слабо описывает меня (2),2,Слабо описывает меня (2),2,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Умеренно описывает меня (3),3,Умеренно описывает меня (3),3,Несколько раз в год,3,Два или более раз в неделю,4,Определенно правда обо мне (5),5,Определенно правда обо мне (5),5,Определенно правда обо мне (5),5,что-то среднее/ не могу определиться (4),4,Скорее не согласен (3),3,Скорее не согласен (3),3,Скорее не согласен (3),3,Скорее согласен (5),5,26,10,Женщина,1,,Russia (Россия),147,,Я иммигрировал(а) в эту страну из другой страны.,2,,0,,,0,,"Городская местность, город",1,"Городская местность, город",1,__other,7,Таджикской,Ислам,3,,Кандидатская/докторская степень,5,Нет,2,Трудно жить на текущий доход,3
1,1745244041479,21/04/2025 14:00,1745254841479,3,21/04/2025 20:00,209889,4,questionnaire-pjg5,,45538472,BLINDED,13235964,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.2,393x852,393x649,,,0,Moral Foundations to Demographics,7,consent,F,Слабо описывает меня (2),2,Слабо описывает меня (2),2,Довольно хорошо описывает меня (4),4,Умеренно описывает меня (3),3,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Умеренно описывает меня (3),3,Довольно хорошо описывает меня (4),4,Умеренно описывает меня (3),3,Довольно хорошо описывает меня (4),4,Описывает меня чрезвычайно хорошо (5),5,Слабо описывает меня (2),2,Умеренно описывает меня (3),3,Описывает меня чрезвычайно хорошо (5),5,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Слабо описывает меня (2),2,Довольно хорошо описывает меня (4),4,Слабо описывает меня (2),2,Описывает меня чрезвычайно хорошо (5),5,Умеренно описывает меня (3),3,Умеренно описывает меня (3),3,Совсем меня не описывает (1),1,Довольно хорошо описывает меня (4),4,Слабо описывает меня (2),2,Описывает меня чрезвычайно хорошо (5),5,Умеренно описывает меня (3),3,Слабо описывает меня (2),2,Совсем меня не описывает (1),1,Умеренно описывает меня (3),3,Описывает меня чрезвычайно хорошо (5),5,Описывает меня чрезвычайно хорошо (5),5,Описывает меня чрезвычайно хорошо (5),5,Описывает меня чрезвычайно хорошо (5),5,Умеренно описывает меня (3),3,Умеренно описывает меня (3),3,Несколько раз в год,3,Несколько раз в месяц,2,Определенно правда обо мне (5),5,Скорее правда (4),4,Не уверен (3),3,Скорее не согласен (3),3,Не согласен (2),2,Скорее согласен (5),5,Не согласен (2),2,Скорее не согласен (3),3,30,14,Женщина,1,,Russia (Россия),147,,Я родился(лась) и вырос(ла) в этой стране.,1,,0,,,0,,"Городская местность, город",1,"Городская местность, город",1,русской,1,,Христианство,2,,Кандидатская/докторская степень,5,Нет,2,Справляемся на текущий доход,2
1,1745252708442,21/04/2025 16:25,1745241908442,-3,21/04/2025 10:25,209889,4,questionnaire-pjg5,,45540444,BLINDED,13236717,,complete,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,360x800,360x663,,,0,Moral Foundations to Demographics,7,consent,F,Описывает меня чрезвычайно хорошо (5),5,Умеренно описывает меня (3),3,Описывает меня чрезвычайно хорошо (5),5,Довольно хорошо описывает меня (4),4,Умеренно описывает меня (3),3,Описывает меня чрезвычайно хорошо (5),5,Описывает меня чрезвычайно хорошо (5),5,Слабо описывает меня (2),2,Описывает меня чрезвычайно хорошо (5),5,Описывает меня чрезвычайно хорошо (5),5,Описывает меня чрезвычайно хорошо (5),5,Описывает меня чрезвычайно хорошо (5),5,Умеренно описывает меня (3),3,Описывает меня чрезвычайно хорошо (5),5,Довольно хорошо описывает меня (4),4,Описывает меня чрезвычайно хорошо (5),5,Описывает меня чрезвычайно хорошо (5),5,Довольно хорошо описывает меня (4),4,Описывает меня чрезвычайно хорошо (5),5,Умеренно описывает меня (3),3,Описывает меня чрезвычайно хорошо (5),5,Умеренно описывает меня (3),3,Описывает меня чрезвычайно хорошо (5),5,Описывает меня чрезвычайно хорошо (5),5,Описывает меня чрезвычайно хорошо (5),5,Совсем меня не описывает (1),1,Описывает меня чрезвычайно хорошо (5),5,Описывает меня чрезвычайно хорошо (5),5,Умеренно описывает меня (3),3,Описывает меня чрезвычайно хорошо (5),5,Описывает меня чрезвычайно хорошо (5),5,Описывает меня чрезвычайно хорошо (5),5,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Описывает меня чрезвычайно хорошо (5),5,Умеренно описывает меня (3),3,Несколько раз в месяц,4,Ежедневно,5,Определенно правда обо мне (5),5,Скорее правда (4),4,Определенно правда обо мне (5),5,что-то среднее/ не могу определиться (4),4,Скорее согласен (5),5,что-то среднее/ не могу определиться (4),4,Скорее согласен (5),5,Не согласен (2),2,32,16,Женщина,1,,Russia (Россия),147,,Я родился(лась) и вырос(ла) в этой стране.,1,,0,,,0,,"Городская местность, город",1,"Городская местность, город",1,русской,1,,Христианство,2,,Кандидатская/докторская степень,5,Нет,2,Живем комфортно на текущий доход,1
1,1745255763468,21/04/2025 17:16,1745266563468,3,21/04/2025 23:16,209889,4,questionnaire-pjg5,,45541228,BLINDED,13236900,,complete,,,mobile,undefined K,Android 10,Chrome 135.0.0.0,393x873,392x770,,,0,Moral Foundations to Demographics,7,consent,N,Умеренно описывает меня (3),3,Слабо описывает меня (2),2,Довольно хорошо описывает меня (4),4,Слабо описывает меня (2),2,Слабо описывает меня (2),2,Умеренно описывает меня (3),3,Умеренно описывает меня (3),3,Слабо описывает меня (2),2,Умеренно описывает меня (3),3,Слабо описывает меня (2),2,Слабо описывает меня (2),2,Умеренно описывает меня (3),3,Умеренно описывает меня (3),3,Слабо описывает меня (2),2,Описывает меня чрезвычайно хорошо (5),5,Умеренно описывает меня (3),3,Умеренно описывает меня (3),3,Слабо описывает меня (2),2,Умеренно описывает меня (3),3,Слабо описывает меня (2),2,Умеренно описывает меня (3),3,Довольно хорошо описывает меня (4),4,Умеренно описывает меня (3),3,Слабо описывает меня (2),2,Умеренно описывает меня (3),3,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Слабо описывает меня (2),2,Слабо описывает меня (2),2,Умеренно описывает меня (3),3,Умеренно описывает меня (3),3,Умеренно описывает меня (3),3,Умеренно описывает меня (3),3,Слабо описывает меня (2),2,Довольно хорошо описывает меня (4),4,Умеренно описывает меня (3),3,Никогда,1,Редко или никогда,1,Скорее правда (4),4,Скорее неправда (2),2,Скорее неправда (2),2,Абсолютно не согласен (1),1,Абсолютно не согласен (1),1,что-то среднее/ не могу определиться (4),4,Не согласен (2),2,Не согласен (2),2,26,10,Мужчина,2,,Russia (Россия),147,,Я иммигрировал(а) в эту страну из другой страны.,2,,0,,,0,,"Городская местность, город",1,"Городская местность, город",1,Несколько групп,6,,Ислам,3,,Степень университета или колледжа,4,Нет,2,Трудно жить на текущий доход,3
1,1745256736896,21/04/2025 17:32,1745274736896,5,22/04/2025 03:32,209889,4,questionnaire-pjg5,,45541429,BLINDED,13236965,,complete,,,mobile,Apple iPhone,iOS 17.6.1,Instagram 376.1.0.27.82,430x932,430x853,,,0,Moral Foundations to Demographics,7,consent,F,Довольно хорошо описывает меня (4),4,Описывает меня чрезвычайно хорошо (5),5,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Умеренно описывает меня (3),3,Умеренно описывает меня (3),3,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Совсем меня не описывает (1),1,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,,,Умеренно описывает меня (3),3,Умеренно описывает меня (3),3,Описывает меня чрезвычайно хорошо (5),5,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Умеренно описывает меня (3),3,Довольно хорошо описывает меня (4),4,Описывает меня чрезвычайно хорошо (5),5,Довольно хорошо описывает меня (4),4,Довольно хорошо описывает меня (4),4,Умеренно описывает меня (3),3,Доволь��о хорошо описывает меня (4),4,,,Умеренно описывает меня (3),3,,,Умеренно описывает меня (3),3,Довольно хорошо описывает меня (4),4,,,Описывает меня чрезвычайно хорошо (5),5,Описывает меня чрезвычайно хорошо (5),5,Описывает меня чрезвычайно хорошо (5),5,Умеренно описывает меня (3),3,Никогда,1,Несколько раз в месяц,2,Определенно правда обо мне (5),5,Не уверен (3),3,Не уверен (3),3,что-то среднее/ не могу определиться (4),4,Абсолютно согласен (7),7,Абсолютно согласен (7),7,Абсолютно согласен (7),7,Скорее не согласен (3),3,27,11,Женщина,1,,Russia (Россия),147,,Я родился(лась) и вырос(ла) в этой стране.,1,,0,,,0,,"Городская местность, город",1,"Городская местность, город",1,русской,1,,Ислам,3,,Степень университета или колледжа,4,Да,1,Живем комфортно на текущий доход,1
1,1745262731454,21/04/2025 19:12,1745273531454,3,22/04/2025 01:12,209889,4,questionnaire-pjg5,,45543339,BLINDED,13237557,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 135.0.0.0,1920x1080,1920x919,,,0,Moral Foundations to Demographics,7,consent,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,10,Женщина,1,,Russia (Россия),147,,Я родился(лась) и вырос(ла) в этой стране.,1,,0,,,0,,"Городская местность, город",1,"Городская местность, город",1,русской,1,,Христианство,2,,Степень университета или колледжа,4,Нет,2,Живем комфортно на текущий доход,1
1,1745305112530,22/04/2025 06:58,1745315912530,3,22/04/2025 12:58,209889,4,questionnaire-pjg5,,45549724,BLINDED,13241787,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.2,430x932,430x729,,,0,Moral Foundations to Demographics,7,consent,F,Умеренно описывает меня (3),3,Совсем меня не описывает (1),1,Умеренно описывает меня (3),3,Умеренно описывает меня (3),3,Слабо описывает меня (2),2,Совсем меня не описывает (1),1,Довольно хорошо описывает меня (4),4,Совсем меня не описывает (1),1,Слабо описывает меня (2),2,Слабо описывает меня (2),2,Слабо описывает меня (2),2,Довольно хорошо описывает меня (4),4,Умеренно описывает меня (3),3,Совсем меня не описывает (1),1,Совсем меня не описывает (1),1,Довольно хорошо описывает меня (4),4,Умеренно описывает меня (3),3,Совсем меня не описывает (1),1,Довольно хорошо описывает меня (4),4,Совсем меня не описывает (1),1,Умеренно описывает меня (3),3,Довольно хорошо описывает меня (4),4,Умеренно описывает меня (3),3,Совсем меня не описывает (1),1,Умеренно описывает меня (3),3,Совсем меня не описывает (1),1,Слабо описывает меня (2),2,Довольно хорошо описывает меня (4),4,Слабо описывает меня (2),2,Слабо описывает меня (2),2,Довольно хорошо описывает меня (4),4,Совсем меня не описывает (1),1,Описывает меня чрезвычайно хорошо (5),5,Довольно хорошо описывает меня (4),4,Описывает меня чрезвычайно хорошо (5),5,Совсем меня не описывает (1),1,Умеренно описывает меня (3),3,Никогда,1,Редко или никогда,1,Определенно неправда (1),1,Определенно неправда (1),1,Определенно неправда (1),1,Скорее согласен (5),5,Скорее согласен (5),5,что-то среднее/ не могу определиться (4),4,Скорее не согласен (3),3,Не согласен (2),2,19,3,Женщина,1,,Russia (Россия),147,,Я родился(лась) и вырос(ла) в этой стране.,1,,0,,,0,,"Городская местность, город",1,"Городская местность, город",1,русской,1,,Ни с какой (атеист/агностик),1,,Средняя школа/старшая школа до 11 класса,2,Да,1,Живем комфортно на текущий доход,1
